CONTAINER ID   NAME                             CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
CONTAINER ID   NAME                                    CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O    PIDS
51c9c4bfffc7   peer0.org1.example.com                  5.18%     84.08MiB / 15.63GiB   0.53%     92.9kB / 46.4kB   0B / 205kB   14
9925c0f509bf   peer0.org2.example.com                  4.78%     80.56MiB / 15.63GiB   0.50%     89.2kB / 44.6kB   0B / 205kB   13
ac7bf3ca469e   orderer0.example.com                    0.44%     18.33MiB / 15.63GiB   0.11%     21.1kB / 36.6kB   0B / 152kB   14
28db669eb46b   couchdb.peer0.org2.example.com          19.40%    41.9MiB / 15.63GiB    0.26%     28.8kB / 29.5kB   0B / 942kB   45
414be5786117   ca.org1.example.com                     0.00%     12.41MiB / 15.63GiB   0.08%     2.84kB / 5.93kB   0B / 446kB   9
f6756df652db   ca.org2.example.com                     0.00%     8.461MiB / 15.63GiB   0.05%     3.46kB / 5.94kB   0B / 446kB   9
b7921d830bc7   couchdb.peer0.org1.example.com          16.99%    42.68MiB / 15.63GiB   0.27%     29.9kB / 31.3kB   0B / 942kB   45
58c6fbdac4cf   dev-peer0.org2.example.com-marbles-v0   0.00%     9.25MiB / 2GiB        0.45%     3.75kB / 2.07kB   0B / 0B      8
cc9a65ef9862   dev-peer0.org1.example.com-marbles-v0   0.00%     9.363MiB / 2GiB       0.46%     3.73kB / 2.2kB    0B / 0B      10
a52d2e1c54f5   interesting_colden                      204.60%   70.64MiB / 15.63GiB   0.44%     486B / 0B         0B / 0B      25
73c11bb4af46   focused_chatelet                        149.54%   70.65MiB / 15.63GiB   0.44%     376B / 0B         0B / 0B      35
CONTAINER ID   NAME                                    CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O    PIDS
a52d2e1c54f5   interesting_colden                      188.11%   113.7MiB / 15.63GiB   0.71%     736B / 0B         0B / 160kB   36
73c11bb4af46   focused_chatelet                        200.67%   172.6MiB / 15.63GiB   1.08%     626B / 0B         0B / 160kB   35
cc9a65ef9862   dev-peer0.org1.example.com-marbles-v0   0.00%     9.363MiB / 2GiB       0.46%     3.93kB / 2.24kB   0B / 0B      10
58c6fbdac4cf   dev-peer0.org2.example.com-marbles-v0   0.00%     9.25MiB / 2GiB        0.45%     3.87kB / 2.11kB   0B / 0B      8
51c9c4bfffc7   peer0.org1.example.com                  1.51%     84.08MiB / 15.63GiB   0.53%     92.9kB / 46.4kB   0B / 205kB   14
9925c0f509bf   peer0.org2.example.com                  1.94%     80.56MiB / 15.63GiB   0.50%     89.3kB / 44.7kB   0B / 205kB   13
ac7bf3ca469e   orderer0.example.com                    0.08%     18.33MiB / 15.63GiB   0.11%     21.2kB / 36.7kB   0B / 152kB   14
28db669eb46b   couchdb.peer0.org2.example.com          2.28%     41.75MiB / 15.63GiB   0.26%     28.8kB / 29.5kB   0B / 942kB   45
414be5786117   ca.org1.example.com                     0.00%     12.41MiB / 15.63GiB   0.08%     2.91kB / 5.93kB   0B / 446kB   9
f6756df652db   ca.org2.example.com                     0.00%     8.461MiB / 15.63GiB   0.05%     3.53kB / 5.94kB   0B / 446kB   9
b7921d830bc7   couchdb.peer0.org1.example.com          1.38%     42.77MiB / 15.63GiB   0.27%     30kB / 31.3kB     0B / 942kB   45
CONTAINER ID   NAME                                    CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
a52d2e1c54f5   interesting_colden                      180.20%   125.4MiB / 15.63GiB   0.78%     806B / 0B         0B / 17.1MB   34
73c11bb4af46   focused_chatelet                        206.74%   183.4MiB / 15.63GiB   1.15%     696B / 0B         0B / 14MB     32
cc9a65ef9862   dev-peer0.org1.example.com-marbles-v0   0.00%     9.363MiB / 2GiB       0.46%     3.93kB / 2.24kB   0B / 0B       10
58c6fbdac4cf   dev-peer0.org2.example.com-marbles-v0   0.00%     9.25MiB / 2GiB        0.45%     3.87kB / 2.11kB   0B / 0B       8
51c9c4bfffc7   peer0.org1.example.com                  1.55%     84.08MiB / 15.63GiB   0.53%     92.9kB / 46.4kB   0B / 205kB    14
9925c0f509bf   peer0.org2.example.com                  1.26%     80.56MiB / 15.63GiB   0.50%     89.3kB / 44.7kB   0B / 205kB    13
ac7bf3ca469e   orderer0.example.com                    0.07%     18.33MiB / 15.63GiB   0.11%     21.2kB / 36.7kB   0B / 152kB    14
28db669eb46b   couchdb.peer0.org2.example.com          1.24%     41.82MiB / 15.63GiB   0.26%     28.9kB / 29.5kB   0B / 942kB    45
414be5786117   ca.org1.example.com                     0.00%     12.41MiB / 15.63GiB   0.08%     2.91kB / 5.93kB   0B / 446kB    9
f6756df652db   ca.org2.example.com                     0.00%     8.461MiB / 15.63GiB   0.05%     3.53kB / 5.94kB   0B / 446kB    9
b7921d830bc7   couchdb.peer0.org1.example.com          0.29%     42.95MiB / 15.63GiB   0.27%     30kB / 31.3kB     0B / 942kB    45
CONTAINER ID   NAME                                    CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
a52d2e1c54f5   interesting_colden                      189.76%   140.1MiB / 15.63GiB   0.87%     806B / 0B         0B / 17.1MB   38
73c11bb4af46   focused_chatelet                        199.08%   97.57MiB / 15.63GiB   0.61%     696B / 0B         0B / 14MB     32
cc9a65ef9862   dev-peer0.org1.example.com-marbles-v0   0.00%     9.363MiB / 2GiB       0.46%     4kB / 2.24kB      0B / 0B       10
58c6fbdac4cf   dev-peer0.org2.example.com-marbles-v0   0.00%     9.25MiB / 2GiB        0.45%     3.94kB / 2.11kB   0B / 0B       8
51c9c4bfffc7   peer0.org1.example.com                  1.43%     84.09MiB / 15.63GiB   0.53%     93kB / 46.4kB     0B / 205kB    14
9925c0f509bf   peer0.org2.example.com                  1.37%     80.56MiB / 15.63GiB   0.50%     89.3kB / 44.7kB   0B / 205kB    13
ac7bf3ca469e   orderer0.example.com                    0.06%     18.33MiB / 15.63GiB   0.11%     21.2kB / 36.7kB   0B / 152kB    14
28db669eb46b   couchdb.peer0.org2.example.com          3.39%     41.85MiB / 15.63GiB   0.26%     28.9kB / 29.5kB   0B / 942kB    45
414be5786117   ca.org1.example.com                     0.00%     12.41MiB / 15.63GiB   0.08%     2.91kB / 5.93kB   0B / 446kB    9
f6756df652db   ca.org2.example.com                     0.00%     8.461MiB / 15.63GiB   0.05%     3.53kB / 5.94kB   0B / 446kB    9
b7921d830bc7   couchdb.peer0.org1.example.com          3.67%     42.95MiB / 15.63GiB   0.27%     30kB / 31.3kB     0B / 942kB    45
CONTAINER ID   NAME                                    CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
a52d2e1c54f5   interesting_colden                      190.80%   222.8MiB / 15.63GiB   1.39%     876B / 0B         0B / 17.1MB   37
73c11bb4af46   focused_chatelet                        201.51%   193.2MiB / 15.63GiB   1.21%     766B / 0B         0B / 14MB     37
cc9a65ef9862   dev-peer0.org1.example.com-marbles-v0   0.00%     9.363MiB / 2GiB       0.46%     4.07kB / 2.3kB    0B / 0B       10
58c6fbdac4cf   dev-peer0.org2.example.com-marbles-v0   0.00%     9.25MiB / 2GiB        0.45%     4kB / 2.18kB      0B / 0B       8
51c9c4bfffc7   peer0.org1.example.com                  1.32%     84.09MiB / 15.63GiB   0.53%     93.3kB / 46.7kB   0B / 205kB    14
9925c0f509bf   peer0.org2.example.com                  1.67%     80.56MiB / 15.63GiB   0.50%     89.6kB / 44.9kB   0B / 205kB    13
ac7bf3ca469e   orderer0.example.com                    0.10%     18.33MiB / 15.63GiB   0.11%     21.4kB / 36.9kB   0B / 152kB    14
28db669eb46b   couchdb.peer0.org2.example.com          0.39%     41.85MiB / 15.63GiB   0.26%     29kB / 29.6kB     0B / 942kB    45
414be5786117   ca.org1.example.com                     0.01%     12.41MiB / 15.63GiB   0.08%     2.91kB / 5.93kB   0B / 446kB    9
f6756df652db   ca.org2.example.com                     0.00%     8.461MiB / 15.63GiB   0.05%     3.53kB / 5.94kB   0B / 446kB    9
b7921d830bc7   couchdb.peer0.org1.example.com          1.21%     42.95MiB / 15.63GiB   0.27%     30.1kB / 31.4kB   0B / 942kB    45
